Source_ID,Target_ID,Edge type,Weight,Source_Name,Target_Name,Date,Total no. sender:,Total no. recipient:,ID Letters 1916,Item type,Contributor,
per_041,per_028,directed,1,K. Casey,William / Willie / Liam Daly,October 1923,1,12,5386,Letter,Kerry Library Tralee,
per_042,per_094,directed,1,Katherine Allman,Susan Daly,1 December 1922,7,23,6635,Letter ,Kerry Library Tralee,
per_042,per_013,directed,1,Katherine Allman,Charlie / Cormac Daly,13 November 1922,7,90,6469,Letter ,Kerry Library Tralee,
per_042,per_057,directed,1,Katherine Allman,Mary / May / Máire Daly,15 April 1923,7,36,6476,Letter ,Kerry Library Tralee,
per_042,per_028,directed,1,Katherine Allman,Ellen Daly,17 March 1923,7,80,6475,Letter ,Kerry Library Tralee,
per_042,per_057,directed,1,Katherine Allman,Mary / May / Máire Daly,6 June 1923,7,36,6477,Letter ,Kerry Library Tralee,
per_042,per_028,directed,1,Katherine Allman,Ellen Daly,9 February 1923,7,80,6474,Letter ,Kerry Library Tralee,
per_042,per_013,directed,1,Katherine Allman,Charlie / Cormac Daly,9 November 1922,7,90,6468,Letter ,Kerry Library Tralee,
per_043,per_094,directed,1,Kathleen Durcan,Susan Daly,1 April 1923,4,23,6424,Letter ,Kerry Library Tralee,
per_043,per_057,directed,1,Kathleen Durcan,Mary / May / Máire Daly,17 April 1923,4,36,6356,Letter ,Kerry Library Tralee,
per_043,per_047,directed,1,Kathleen Durcan,William / Willie / Liam Daly,19 March 1923,4,12,5377,Letters ,Kerry Library Tralee,
per_043,per_057,directed,1,Kathleen Durcan,Mary / May / Máire Daly,23 March 1923,4,36,5378,Letter ,Kerry Library Tralee,
per_045,per_013,directed,1,L. Breaney,Charlie / Cormac Daly,[January 1923],1,90,5032,Letter,Kerry Library Tralee,
per_046,per_013,directed,1,Leo Whelan,Charlie / Cormac Daly,2 January 1923,2,90,6485,Letter,Kerry Library Tralee,
per_046,per_013,directed,1,Leo Whelan,Charlie / Cormac Daly,22 December 1922,2,90,6484,Card,Kerry Library Tralee,
per_048,per_013,directed,1,Lily Gerard,Charlie / Cormac Daly,17 December 1922,1,90,6272,Letter ,Kerry Library Tralee,
per_050,per_013,directed,1,Lord Wimborne,Charlie / Cormac Daly,27 November 1915,2,90,6173,Letter,Kerry Library Tralee,
per_050,per_013,directed,1,Lord Wimborne,Charlie / Cormac Daly,28 October 1915,2,90,6172,Letter,Kerry Library Tralee,
per_107,per_094,directed,1,M. Corkery,Susan Daly,29 April 1923,1,23,6426, Letter ,Kerry Library Tralee,
per_051,per_018,directed,1,M. Buckley,Cornelius Daly,19 March 1923,1,14,6456,Letter,Kerry Library Tralee,
per_113,per_099,directed,1,M. K.,Thomas Daly,13 December 1923,1,7,8.json93 , Letter ,Kerry Library Tralee,
per_052,per_028,directed,1,M. MacMahon,Ellen Daly,4 December 1923,1,80,5127,Letter,Kerry Library Tralee,
per_112,per_099,directed,1,M. T.,Thomas Daly,12 December 1923,1,7,8.json92 , Letter ,Kerry Library Tralee,
per_053,per_013,directed,1,Madge Boner,Charlie / Cormac Daly,20 December 1922,1,90,6274,Letter ,Kerry Library Tralee,
per_054,per_028,directed,1,Madge Rodgers,Ellen Daly,17 March 1923,1,80,6334,Letter ,Kerry Library Tralee,
per_055,per_028,directed,1,Maggie Larkin,Ellen Daly,1 July 1923,2,80,6345,Letter ,Kerry Library Tralee,
per_055,per_028,directed,1,Maggie Larkin,Ellen Daly,15 March 1923,2,80,6331,Telegraph ,Kerry Library Tralee,
per_056,per_028,directed,1,Máire Ní Dhonnghaile,Ellen Daly,20 June 1923,1,80,6343,Letter ,Kerry Library Tralee,
per_057,per_013,directed,1,Mary / May / Máire Daly,Charlie / Cormac Daly,10 January 1923,9,90,6229,Letter ,Kerry Library Tralee,
per_057,per_013,directed,1,Mary / May / Máire Daly,Charlie / Cormac Daly,14 February 1923,9,90,6233,Letter ,Kerry Library Tralee,
per_057,per_047,directed,1,Mary / May / Máire Daly,William / Willie / Liam Daly,1923,9,12,5432,Letter ,Kerry Library Tralee,
per_057,per_099,directed,1,Mary / May / Máire Daly,Thomas Daly,23 October 1921,9,7,5423,Letter ,Kerry Library Tralee,
per_057,per_013,directed,1,Mary / May / Máire Daly,Charlie / Cormac Daly,24 January 1923,9,90,6231,Letter ,Kerry Library Tralee,
per_057,per_042,directed,1,Mary / May / Máire Daly,Katherine Allman,25 March 1923,9,15,6636,Letter ,Kerry Library Tralee,
per_057,per_013,directed,1,Mary / May / Máire Daly,Charlie / Cormac Daly,26 February 1923,9,90,6236,Letter ,Kerry Library Tralee,
per_057,per_094,directed,1,Mary / May / Máire Daly,Susan Daly,29 January 1923,9,23,6419,Letter ,Kerry Library Tralee,
per_057,per_047,directed,1,Mary / May / Máire Daly,William / Willie / Liam Daly,6 April 1923,9,12,6443,Letter ,Kerry Library Tralee,
per_058,per_028,directed,1,Mary Kelly,Ellen Daly,19 December 1923,2,80,6308,Letter ,Kerry Library Tralee,
per_058,per_028,directed,1,Mary Kelly,Ellen Daly,26 November 1923,2,80,6307,Letter ,Kerry Library Tralee,
per_059,per_013,directed,1,Mary McFadden,Charlie / Cormac Daly,[December 1922],2,90,6275,Christmas card ,Kerry Library Tralee,
per_059,per_013,directed,1,Mary McFadden,Charlie / Cormac Daly,December 1922],2,90,7.json242 , Christmas card ,Kerry Library Tralee,
per_060,per_028,directed,1,Michael Blake,Ellen Daly,2 April 1923,1,80,5096,Letter,Kerry Library Tralee,
per_061,per_013,directed,1,Mick Leary,Charlie / Cormac Daly,1 December 1922,1,90,5026,Letter,Kerry Library Tralee,
per_062,per_047,directed,1,Mick Timoney,Charlie / Cormac Daly,undated,1,90,5031,Letter,Kerry Library Tralee,
per_064,per_094,directed,1,Minnie Daly,Susan Daly,25 May 1923,1,23,6427,Letter ,Kerry Library Tralee,
per_066,per_028,directed,1,Mollie O'Connor,Ellen Daly,4 April 1923,2,80,6328,Letter ,Kerry Library Tralee,
per_066,per_057,directed,1,Mollie O'Connor,Mary / May / Máire Daly,9 December 1922,2,36,6350,Letter ,Kerry Library Tralee,
per_068,per_028,directed,1,Mrs MacFeely,Ellen Daly,19 June 1923,3,80,6304,Letter ,Kerry Library Tralee,
per_068,per_028,directed,1,Mrs MacFeely,Ellen Daly,23 April 1923,3,80,5058,Letter,Kerry Library Tralee,
per_068,per_028,directed,1,Mrs MacFeely,Ellen Daly,5 April 1923,3,80,6302,Letter ,Kerry Library Tralee,
per_070,per_013,directed,1,Nancy Daly,Charlie / Cormac Daly,15 December 1922,1,90,6612,Letter ,Kerry Library Tralee,
per_071,per_018,directed,1,Neil Freant,Cornelius Daly,8 March 1923,1,14,5050,Letter,Kerry Library Tralee,
per_072,per_013,directed,1,Nellie McGrath,Charlie / Cormac Daly,20 December 1922,1,90,6273,Letter ,Kerry Library Tralee,
per_074,per_028,directed,1,Nora O'Sullivan,Ellen Daly,4 April 1923,2,80,5056,Letter ,Kerry Library Tralee,
per_074,per_057,directed,1,Nora O'Sullivan,Mary / May / Máire Daly,8 October 1923,2,36,5126,Letter ,Kerry Library Tralee,
per_075,per_094,directed,1,Nora Ring,Susan Daly,9 November 1923,2,23,5369,Letter ,Kerry Library Tralee,
per_075,per_094,directed,1,Nora Ring,Susan Daly,March 1923,2,23,5368,Letter ,Kerry Library Tralee,
per_078,per_057,directed,1,Patrick O'Connor,Mary / May / Máire Daly,21 January 1923,1,36,5108,Letter,Kerry Library Tralee,
per_079,per_013,directed,1,Peadar O'Dóimhín,Charlie / Cormac Daly,17 January 1923,1,90,5036,Letter,Kerry Library Tralee,
per_080,per_018,directed,1,R. E. Shanahan,Cornelius Daly,16 March 1923,1,14,6454,Letter,Kerry Library Tralee,
per_081,per_018,directed,1,Rev. J. O'Flynn,Cornelius Daly,15 March 1923,1,14,6453,Letter,Kerry Library Tralee,
per_082,per_013,directed,1,Rita Murphy,Charlie / Cormac Daly,19 February 1923,2,90,6264,Letter ,Kerry Library Tralee,
per_082,per_013,directed,1,Rita Murphy,Charlie / Cormac Daly,25 January 1923,2,90,6263,Letter ,Kerry Library Tralee,
per_083,per_028,directed,1,Róise Ní Dhómhnaill,Ellen Daly,[1923],7,80,5376,Letter ,Kerry Library Tralee,
per_083,per_013,directed,1,Róise Ní Dhómhnaill,Charlie / Cormac Daly,[February/March 1923],7,90,5373,Letter ,Kerry Library Tralee,
per_083,per_013,directed,1,Róise Ní Dhómhnaill,Charlie / Cormac Daly,[January 1923],7,90,5371,Letter ,Kerry Library Tralee,
per_083,per_013,directed,1,Róise Ní Dhómhnaill,Charlie / Cormac Daly,17 February 1923,7,90,5372,Letter ,Kerry Library Tralee,
per_083,per_028,directed,1,Róise Ní Dhómhnaill,Ellen Daly,1923],7,80,5376,Letter ,Kerry Library Tralee,
per_083,per_013,directed,1,Róise Ní Dhómhnaill,Charlie / Cormac Daly,December 1922,7,90,5370,Letter ,Kerry Library Tralee,
per_083,per_013,directed,1,Róise Ní Dhómhnaill,Charlie / Cormac Daly,January 1923],7,90,8.json55 , Letter ,Kerry Library Tralee,
per_084,per_013,directed,1,Roisín Ní Ceallaig,Charlie / Cormac Daly,6 February 1923,1,90,6287,Letter ,Kerry Library Tralee,
per_087,per_013,directed,1,S. O. Gallagher,Charlie / Cormac Daly,26 February 1923,1,90,5049,Letter,Kerry Library Tralee,
per_085,per_028,directed,1,S. O'Brien,Ellen Daly,15 March 1923,1,80,6619,Letter,Kerry Library Tralee,
per_086,per_013,directed,1,S. Ua Núnáin,Charlie / Cormac Daly,[June 1918],3,90,6180,Envelope,Kerry Library Tralee,
per_086,per_013,directed,1,S. Ua Núnáin,Charlie / Cormac Daly,12 June 1918,3,90,6175,Letter,Kerry Library Tralee,
per_086,per_013,directed,1,S. Ua Núnáin,Charlie / Cormac Daly,24 May 1918,3,90,6176,Letter,Kerry Library Tralee,
